filename;divider;enhancer;lowbandCompressor;lowbandImpulseNumber;lowbandSeparateExcitation;highbandCompressor;highbandImpulseNumber;highbandSeparateExcitation;PEAQ;PESQ
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;SepExc;-0.909225072550476;4.319
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;SepExc;-0.6928690166590772;4.330
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;;-1.761202898277464;4.254
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;;-1.4120022307855202;4.280
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;;-1.1280690630721386;4.306
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;;-1.0179644713623102;4.306
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;SepExc;DummyCompressor;;;-0.624037737154699;4.332
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;4;SepExc;-3.380946354717072;2.594
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;8;SepExc;-3.209293692222777;2.620
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;16;SepExc;-3.134876456999419;2.630
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;32;SepExc;-3.1091125948328706;2.639
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;4;;-3.338926628929165;2.604
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;8;;-3.270422469088697;2.620
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;16;;-3.1949094823846402;2.625
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;4;;G7231Compressor;32;;-3.186110014720401;2.626
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;4;;DummyCompressor;;;-3.1063284347475597;2.642
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;4;SepExc;-3.0981892691235555;3.065
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;8;SepExc;-2.826608840765615;3.108
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;16;SepExc;-2.674501799145205;3.119
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;32;SepExc;-2.5626775339824333;3.129
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;4;;-3.045437765215348;3.087
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;8;;-2.905722761508838;3.103
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;16;;-2.789426753543343;3.108
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;8;;G7231Compressor;32;;-2.75993046179642;3.111
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;8;;DummyCompressor;;;-2.5371190773426084;3.132
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;4;SepExc;-2.763712470858745;3.527
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;8;SepExc;-2.3682406500856175;3.567
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;16;SepExc;-2.1557883152575714;3.585
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;32;SepExc;-2.0083087022030153;3.597
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;4;;-2.7002350916552076;3.548
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;8;;-2.489251776283795;3.567
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;16;;-2.3138445014834934;3.578
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;16;;G7231Compressor;32;;-2.272374270522936;3.578
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;16;;DummyCompressor;;;-1.9756047250398505;3.599
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;4;SepExc;-2.6486931391569857;3.713
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;8;SepExc;-2.165580984238241;3.776
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;16;SepExc;-1.935455926008388;3.799
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;32;SepExc;-1.7461529172422119;3.816
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;4;;-2.5630865383024988;3.746
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;8;;-2.3200781350104096;3.771
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;16;;-2.128269624664302;3.787
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;;G7231Compressor;32;;-2.074444707070414;3.792
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;G7231Compressor;32;;DummyCompressor;;;-1.7076158596003213;3.819
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;4;SepExc;-1.7436209783202767;4.267
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;8;SepExc;-1.122173149843377;4.362
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;16;SepExc;-0.7738111365188236;4.412
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;32;SepExc;-0.5049371762214068;4.445
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;4;;-1.6959214409316066;4.306
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;8;;-1.3393844458539825;4.344
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;16;;-1.0261966823214945;4.382
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;DummyCompressor;;;G7231Compressor;32;;-0.8832714825805517;4.387
parole16.WAVSepExc;QMFDivider;HighbandBooster20.0dB;DummyCompressor;;;DummyCompressor;;;-0.4181771175968447;4.451
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;4;SepExc;-3.3019445284357266;2.655
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;SepExc;-3.1659178199481347;2.698
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;SepExc;-3.079830549459272;2.713
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;SepExc;-3.051894320192672;2.725
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;4;;-3.2876791997577005;2.676
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;8;;-3.225403331112936;2.690
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;16;;-3.1729764395761225;2.699
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;G7231Compressor;32;;-3.1386697291083153;2.697
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;SepExc;DummyCompressor;;;-3.0756280546972326;2.731
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;SepExc;-2.846690539802122;3.263
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;SepExc;-2.506632800788455;3.319
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;SepExc;-2.2939531304062135;3.341
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;SepExc;-2.144958398445839;3.361
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;4;;-2.805242271821271;3.294
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;8;;-2.686704553818492;3.308
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;16;;-2.557404610761074;3.321
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;G7231Compressor;32;;-2.4617213239670916;3.322
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;SepExc;DummyCompressor;;;-2.1343311741445716;3.369
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;SepExc;-2.318329622403618;3.805
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;SepExc;-1.8075054856523836;3.880
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;SepExc;-1.5474260940481077;3.910
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;SepExc;-1.3711103332755266;3.932
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;4;;-2.233799104185133;3.836
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;8;;-2.050328495164944;3.860
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;16;;-1.8404514960048681;3.887
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;G7231Compressor;32;;-1.6805542488328533;3.895
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;SepExc;DummyCompressor;;;-1.3151045671751285;3.938
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;SepExc;-1.8709024004125534;4.137
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;SepExc;-1.327974959709115;4.221
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;SepExc;-1.0552111675700528;4.266
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;SepExc;-0.8329596263632002;4.285
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;4;;-1.7970461449746682;4.172
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;8;;-1.5672427023364408;4.205
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;16;;-1.3416776362335328;4.240
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;G7231Compressor;32;;-1.172881440395892;4.241
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;SepExc;DummyCompressor;;;-0.764492188100582;4.288
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;4;SepExc;-3.4041868638210473;2.586
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;8;SepExc;-3.2572440119505797;2.621
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;16;SepExc;-3.172737037545338;2.633
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;32;SepExc;-3.1289294382384347;2.643
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;4;;-3.387556699788559;2.604
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;8;;-3.331770702304043;2.615
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;16;;-3.2781343009321513;2.621
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;;G7231Compressor;32;;-3.243379422448259;2.620
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;4;;DummyCompressor;;;-3.1460889860414296;2.649
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;4;SepExc;-3.081313274337788;3.046
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;8;SepExc;-2.832225732341659;3.096
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;16;SepExc;-2.679595858264763;3.113
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;32;SepExc;-2.573635436444884;3.130
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;4;;-3.0617746025392147;3.077
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;8;;-2.939747250840047;3.086
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;16;;-2.852753260712446;3.096
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;G7231Compressor;32;;-2.7913729371754457;3.098
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;8;;DummyCompressor;;;-2.556086523971099;3.137
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;4;SepExc;-2.754757935046584;3.495
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;8;SepExc;-2.3722471359050585;3.554
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;16;SepExc;-2.1414988001704924;3.581
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;32;SepExc;-1.993627545041744;3.596
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;4;;-2.71534767443982;3.526
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;8;;-2.5241931228670116;3.548
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;16;;-2.3951184953052627;3.559
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;G7231Compressor;32;;-2.2856092207300236;3.567
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;16;;DummyCompressor;;;-1.9513312783105694;3.602
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;4;SepExc;-2.6043445381530947;3.667
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;8;SepExc;-2.142210695423991;3.735
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;16;SepExc;-1.8766669115275794;3.766
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;32;SepExc;-1.7064158976828256;3.781
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;4;;-2.5211536762252695;3.702
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;8;;-2.3336217801481514;3.718
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;16;;-2.180606751573653;3.745
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;G7231Compressor;32;;-2.029684252888731;3.747
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;G7231Compressor;32;;DummyCompressor;;;-1.6647627680029342;3.786
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;4;SepExc;-1.7445554850927478;4.185
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;8;SepExc;-1.184344505139129;4.277
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;16;SepExc;-0.8705547005340617;4.335
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;32;SepExc;-0.6031385548530168;4.364
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;4;;-1.6977494980687848;4.223
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;8;;-1.431430699326223;4.259
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;16;;-1.2089787526434272;4.300
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;G7231Compressor;32;;-1.0144770536466599;4.306
parole16.WAVSepExc;QMFDivider;HighbandBooster30.0dB;DummyCompressor;;;DummyCompressor;;;-0.5326415403836986;4.365
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;4;SepExc;-3.555246233080649;2.679
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;8;SepExc;-3.4342117308838117;2.713
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;16;SepExc;-3.325254539836652;2.736
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;32;SepExc;-3.216862677482017;2.752
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;4;;-3.5317030073121095;2.675
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;8;;-3.445771549522068;2.705
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;16;;-3.354332053715652;2.731
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;G7231Compressor;32;;-3.3215693845232504;2.742
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;SepExc;DummyCompressor;;;-3.1368720589731765;2.755
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;4;SepExc;-3.4631576949984373;3.239
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;8;SepExc;-3.133077007850778;3.283
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;16;SepExc;-2.820129636670969;3.313
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;32;SepExc;-2.45477636014386;3.333
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;4;;-3.418416137583203;3.241
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;8;;-3.2015283617186334;3.275
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;16;;-2.971066923812505;3.308
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;G7231Compressor;32;;-2.8508967293279976;3.321
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;SepExc;DummyCompressor;;;-2.220862737224313;3.335
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;4;SepExc;-3.1804865250561782;3.833
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;8;SepExc;-2.6316341661482916;3.891
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;16;SepExc;-2.1149893450762867;3.927
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;32;SepExc;-1.5897047472679624;3.946
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;4;;-3.1027304879068;3.836
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;8;;-2.710915261080917;3.877
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;16;;-2.357186863860923;3.916
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;G7231Compressor;32;;-2.162530091026878;3.933
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;16;SepExc;DummyCompressor;;;-1.2473457107268988;3.949
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;4;SepExc;-2.8556351689822397;4.200
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;8;SepExc;-2.1459489733184087;4.264
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;16;SepExc;-1.517575120438643;4.298
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;32;SepExc;-0.9277621941237815;4.318
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;4;;-2.7586266370574055;4.203
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;8;;-2.2548543325254666;4.252
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;16;;-1.7856995816213455;4.291
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;G7231Compressor;32;;-1.5604261271838928;4.308
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;32;SepExc;DummyCompressor;;;-0.6456023821670396;4.319
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;4;SepExc;-3.6415588388844373;2.585
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;8;SepExc;-3.503816055536142;2.616
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;16;SepExc;-3.3935759122203986;2.634
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;32;SepExc;-3.2904622671781905;2.646
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;4;;-3.61686501876612;2.585
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;8;;-3.519252280560606;2.612
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;16;;-3.430139695233018;2.629
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;G7231Compressor;32;;-3.3915557936049865;2.640
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;4;;DummyCompressor;;;-3.2237994195225737;2.648
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;;G7231Compressor;4;SepExc;-3.530599825793883;2.990
parole16.WAVSepExc;QMFWithHighbandModDivider;DummyEnhancer;G7231Compressor;8;;G7231Compressor;8;SepExc;-3.305234752725487;3.031
